Date,Ticker,Mkt-RF,SMB,HML,RMW,CMA,Mom,Idio
2024-09-30,CRM,0.00017793415239961765,1.4728548831188984e-05,1.351490850907979e-07,3.202925399016015e-05,9.871060413908596e-06,1.0437914956873614e-05,0.0003248686716935765
2024-10-01,CRM,0.00017720204652514564,1.4623432774422446e-05,1.1516815144477465e-07,3.264865323842865e-05,9.859010374228832e-06,1.077133018520237e-05,0.0003247267278697718
2024-10-02,CRM,0.00018066090383003484,1.3715242385609258e-05,6.726177902761713e-08,3.1654976597301514e-05,1.0174454145346857e-05,1.1423915144819446e-05,0.0003282603666994191
2024-10-03,CRM,0.00017559211823197867,1.5038714321671023e-05,1.2224031667365266e-07,3.578892097427082e-05,9.264281447483222e-06,1.0259947079157541e-05,0.0003234653842210513
2024-10-04,CRM,0.00016585536421411372,1.4781239504726139e-05,9.510246812419526e-08,3.524307690715168e-05,8.493759940142063e-06,9.916437316661422e-06,0.0003378870123354801
2024-10-07,CRM,0.00016663609411474996,1.472396462189421e-05,1.0910349782294e-07,3.516220044012574e-05,8.35953375812967e-06,1.0567436265393932e-05,0.0003374899561184803
2024-10-08,CRM,0.00016366995023688163,1.4619450861271774e-05,1.0686638189167742e-07,3.528008782397569e-05,7.909759245850833e-06,1.0274434599847514e-05,0.0003475458481909402
2024-10-09,CRM,0.00016410712297563817,1.4878349542099618e-05,5.459388978797299e-08,3.6128547014471504e-05,7.671752302137944e-06,1.0026719434734565e-05,0.0003467321614911436
2024-10-10,CRM,0.0001542070078755105,1.3283234835202306e-05,1.913166019966741e-10,3.576437618695516e-05,7.170192075392571e-06,9.169041438225149e-06,0.00036227611018343
2024-10-11,CRM,0.00015405473586268972,1.324317867128549e-05,3.830187763547202e-11,3.5503974818739844e-05,7.219949113928373e-06,8.761060209207287e-06,0.00036165342314140774
2024-10-14,CRM,0.00016022615618555523,1.4070117775493101e-05,3.7610136928470216e-08,3.305510302347355e-05,7.0603395749949534e-06,1.1737664511731219e-05,0.0003095334893817101
2024-10-15,CRM,0.00014656601970506884,1.2745033837531575e-05,1.3011814226717836e-08,2.699005030367462e-05,5.021016683231009e-06,9.95304026473564e-06,0.0003445748285849045
2024-10-16,CRM,0.0001534590123242624,1.3579778852280257e-05,7.355890490694716e-09,2.7044020633237896e-05,4.902976682439028e-06,1.1053562299817256e-05,0.0003358600445491362
2024-10-17,CRM,0.00015305585027040406,1.3399571002687124e-05,2.2159522294885744e-08,2.7441839232564014e-05,4.486042701222085e-06,1.06925160732912e-05,0.0003360683228264153
2024-10-18,CRM,0.0001547766846091809,1.445237121665685e-05,1.112176758152358e-07,2.817720504740412e-05,4.352730337099676e-06,1.1424117994690903e-05,0.00033244241429521707
2024-10-21,CRM,0.0001551119685938658,1.4039531423940424e-05,5.511363961938787e-08,2.72485606836215e-05,5.004138862907897e-06,1.0240775237657941e-05,0.0003320032267611337
2024-10-22,CRM,0.00015732742654498498,1.356614836981487e-05,9.179334742484651e-08,2.6609374655219486e-05,5.224684834461178e-06,1.027304474850234e-05,0.0003304377736125982
2024-10-23,CRM,0.00015662774435777114,1.2897992230186832e-05,3.431532341149333e-08,2.6099792485639593e-05,5.053598646233363e-06,1.0098720605279627e-05,0.000334173587295458
2024-10-24,CRM,0.00015729733287330377,1.3037769555798203e-05,3.8546407997639456e-08,2.6080214647910958e-05,5.061138168115514e-06,1.03475656633703e-05,0.00033230182245962944
2024-10-25,CRM,0.00015696906021131664,1.2969997666245653e-05,2.9356344117522548e-08,2.5912672570302408e-05,5.11927026841501e-06,1.0414394432342545e-05,0.00033360624467910203
2024-10-28,CRM,0.00015564434153515644,1.2388079328008608e-05,2.1371483326702362e-10,2.5428413000735822e-05,5.388937270230082e-06,1.0405054042700505e-05,0.0003350143505100215
2024-10-29,CRM,0.0001545667730384862,1.2070816114454499e-05,3.5986439909724295e-09,2.6188037815918983e-05,5.460397162585506e-06,9.540959380075235e-06,0.00033400990672163345
2024-10-30,CRM,0.00014205421470508053,1.2070374815710486e-05,2.8369732940784343e-08,2.872306574910497e-05,5.022918264911613e-06,9.66984446992805e-06,0.0003459461567667004
2024-10-31,CRM,0.0001371949554563075,1.2194311144644535e-05,2.762750808360543e-08,3.2084275931745585e-05,5.102134097917365e-06,9.682885837306353e-06,0.0003483778618075997
2024-11-01,CRM,0.000133746878605022,1.225429563123387e-05,3.1501545533944474e-08,3.208586190947785e-05,4.848148356034605e-06,1.0048228540833818e-05,0.0003534495811775141
2024-11-04,CRM,0.0001378056419252094,1.2213259099931372e-05,4.387821981737743e-08,3.1264252316289374e-05,5.086841290861848e-06,1.0731561927983924e-05,0.0003480810009885145
2024-11-05,CRM,0.00013506110101197189,1.0382883930558069e-05,2.458075531750609e-07,2.9290776091547306e-05,4.914080084570352e-06,1.0599182759524875e-05,0.0003541594166533153
2024-11-06,CRM,0.00013169462161693397,1.1113388790302616e-05,2.0612100515999607e-07,2.947341980422188e-05,4.715246170393848e-06,1.1470888969187796e-05,0.0003644511482914578
2024-11-07,CRM,0.00014231077491825287,1.0805674058982234e-05,4.258703859643629e-09,3.0651951505526105e-05,5.868852407538208e-06,9.919244518148657e-06,0.0003506137820640876
2024-11-08,CRM,0.00014728864120722523,1.0768938544056123e-05,3.812130051485358e-09,3.002134081936348e-05,5.843292756767452e-06,1.1325879166756085e-05,0.0003526737012822187
2024-11-11,CRM,0.00014134788037251076,9.453297552631415e-06,5.06121146661585e-08,3.18652507576988e-05,7.189660002128651e-06,8.884614910715188e-06,0.0003851508743964515
2024-11-12,CRM,0.00014629134898895603,1.1121581555606842e-05,7.673910854401837e-09,4.1282455642068125e-05,1.0246382961001396e-05,1.2642243405537108e-05,0.0003527424382140479
2024-11-13,CRM,0.00014844909135215724,1.1583549688935368e-05,1.9692140624321344e-08,4.08742398892863e-05,9.892303818701465e-06,1.3047285717847172e-05,0.00034016404064139385
2024-11-14,CRM,0.00014452116919533688,1.0477148830832e-05,2.0116716317271744e-10,3.852364140502441e-05,9.259622453806294e-06,1.4028851640197505e-05,0.00035489477534295273
2024-11-15,CRM,0.00014666609108374113,1.0569531794428697e-05,6.71869723697779e-09,3.9983482303316764e-05,9.311540897256014e-06,1.615812915194637e-05,0.00034953729856948665
2024-11-18,CRM,0.00014850125215823512,1.019073014151851e-05,3.1493469057404267e-08,3.93296122211183e-05,9.235871893514954e-06,1.628551944840711e-05,0.0003484805447641485
2024-11-19,CRM,0.00014182110295737,8.893978513695075e-06,5.804718572273634e-08,3.754625271302116e-05,7.89372738106206e-06,1.4110041409741476e-05,0.00036544317798079364
2024-11-20,CRM,0.00014655987201842157,9.447983067835847e-06,1.9107605372281917e-08,3.6144382152061696e-05,8.316499101231553e-06,1.513881355663224e-05,0.0003593278184433091
2024-11-21,CRM,0.00014610176910807444,9.917113332731844e-06,2.1323113089155493e-08,3.7553191546862076e-05,8.465557502116633e-06,1.622661780741434e-05,0.00035915454749123376
2024-11-22,CRM,0.0001551415498092735,1.1079749430989175e-05,2.3688264940481477e-09,4.264964504475572e-05,7.108281104354822e-06,2.0974659546013686e-05,0.00033588528190826584
2024-11-25,CRM,0.0001629298342058811,1.061273750523621e-05,1.8111936037352084e-09,3.96715228552084e-05,7.878708664750347e-06,2.087891858228729e-05,0.0003282943318550243
2024-11-26,CRM,0.00015556836199825014,1.0663919014056378e-05,1.7627715331514206e-11,4.047683157522937e-05,8.399495511472635e-06,1.6891394656242665e-05,0.0003410242178527404
2024-11-27,CRM,0.00016410361436702806,1.189232697496833e-05,3.521073871144625e-08,4.1901701032216534e-05,8.765122581510756e-06,1.6985535370303798e-05,2.3063298945866196e-05
2024-11-29,CRM,0.00011441768666171344,5.155697468412919e-10,3.034875441200661e-07,7.782242735406702e-06,3.4373078835668046e-08,6.3733385568649775e-06,0.00015117537443263296
2024-12-02,CRM,7.942291724270278e-05,4.03487190575165e-09,7.346022222094661e-07,2.0370977146246417e-05,7.819325371980398e-07,2.0093929996156704e-06,0.00016586631212801462
2024-12-03,CRM,7.91298170412713e-05,4.226278198461194e-09,6.684564877286138e-07,2.069359882124349e-05,7.068503799664455e-07,1.9245822463342823e-06,0.0001657354105644438
2024-12-04,CRM,8.027942622706407e-05,8.237336873612872e-08,6.364917581232232e-07,2.2343971870255327e-05,8.226045570765934e-07,2.3673516925165945e-06,0.0002509422163538617
2024-12-05,CRM,7.629144815114173e-05,8.028744469620651e-07,1.2533949825795282e-06,4.443114426747522e-05,2.3544580444257665e-06,1.7630702859154514e-06,0.00021809085002593285
2024-12-06,CRM,7.322316677429549e-05,3.466337079043152e-07,1.6128940817183816e-06,4.255151364408381e-05,2.1354793303925218e-06,1.1356266448681764e-06,0.00022485801848312948
2024-12-09,CRM,7.626538384074763e-05,2.789608655508045e-07,1.229764482684408e-06,3.661769997030366e-05,1.2785479038253383e-06,1.0903953915632977e-06,0.0002419379072019166
2024-12-10,CRM,7.252710905702803e-05,3.0972350805411526e-07,9.588320159525074e-07,3.980448436499371e-05,1.503818161944287e-06,9.340356461161405e-08,0.0002458209417220816
2024-12-11,CRM,7.236740208504891e-05,1.598973662879559e-07,1.295551045886305e-06,3.659096995993478e-05,1.6923228682561885e-06,8.2610528793485e-08,0.00024476434717456705
2024-12-12,CRM,7.512727882802754e-05,6.348228964286087e-09,1.5664516728681473e-06,3.3028167681818595e-05,2.0903731399296928e-06,9.650795497161246e-09,0.00023615281465935365
2024-12-13,CRM,7.596816860834692e-05,1.9195101701911017e-08,1.6137493373731697e-06,2.9172290305606436e-05,1.8644403260926633e-06,2.1818475909299434e-08,0.00024229214956878232
2024-12-16,CRM,7.581541069001664e-05,3.807410082641273e-11,1.6265625085629527e-06,2.8926062683251527e-05,1.7551848141339436e-06,1.7695256748818944e-08,0.00024237301239718104
2024-12-17,CRM,8.080686636061679e-05,1.61886750247489e-09,1.3125040832246164e-06,2.5453829783057456e-05,1.0796185839209984e-06,1.2684303273104317e-08,0.00024835255841151264
2024-12-18,CRM,8.116785448313573e-05,2.1366349870017213e-09,1.2457892019349246e-06,2.525321156826641e-05,1.033431779106738e-06,1.7174645495272815e-11,0.00024966757304886885
2024-12-19,CRM,7.684394968375436e-05,6.360356148512121e-07,2.435281747235946e-06,1.6992499994084224e-05,1.1388126771659189e-06,5.552006737096374e-07,0.0002621524808299252
2024-12-20,CRM,7.71997137606746e-05,6.633860084360844e-07,2.4042802292797828e-06,1.653033081098078e-05,1.1512522136044576e-06,6.372438729923242e-07,0.0002608803248473082
2024-12-23,CRM,7.801419045647273e-05,5.876730265252861e-07,1.971206338422191e-06,1.692593359693779e-05,8.204585767294591e-07,4.2870276379229666e-07,0.00026229133348664325
2024-12-24,CRM,7.66860136498022e-05,6.512432865751823e-07,2.0819411885036147e-06,1.6996092880475986e-05,9.574347155865322e-07,5.238058525019117e-07,0.0002625733960500622
2024-12-26,CRM,7.372328747069186e-05,6.900399164067006e-07,2.0817485667805147e-06,1.7500740183792668e-05,8.157598495688482e-07,5.535676195804421e-07,0.0002559489803819703
2024-12-27,CRM,7.983897065009557e-05,5.612319704488246e-07,1.7213255651922723e-06,1.3961844359955027e-05,8.041167560953607e-07,6.961750199305535e-07,0.00025523836549240714
2024-12-30,CRM,8.389141490569181e-05,3.1490914651855863e-07,2.1308669974269125e-06,1.4066045944616903e-05,1.3107241461370408e-06,2.365473548578206e-07,0.0002472550604653657
2024-12-31,CRM,8.238355017824441e-05,3.8327586362852127e-07,2.1420683705200457e-06,1.3294243647097367e-05,1.2778982334234198e-06,3.7462850881439047e-07,0.00025069100666915887
2025-01-02,CRM,8.364709622880741e-05,3.487022385718993e-07,2.0753615434030543e-06,1.3145242176495792e-05,1.3109189215124868e-06,2.821300613478704e-07,0.00024871991368398427
2025-01-03,CRM,8.654071006860432e-05,3.6973655247947556e-07,2.0110486260549016e-06,1.203420569729164e-05,1.8455061448083314e-06,2.082112782296633e-07,0.0002446669842093626
2025-01-06,CRM,8.729869823181726e-05,3.868718125932747e-07,2.1587415043650305e-06,1.0300816111094372e-05,2.2945035806493842e-06,1.1201403563486902e-07,0.00024029162458588774
2025-01-07,CRM,8.073072759999299e-05,1.0083730419374284e-06,2.649158958793952e-06,9.273298489388077e-06,1.9261616471268734e-06,4.673636071654135e-07,0.0002493292743931838
2025-01-08,CRM,8.029780240977833e-05,6.3954572671883e-07,1.8486974092896753e-06,1.081948390111838e-05,1.2619155797249956e-06,6.861637590474801e-07,0.0002528134606569455
2025-01-10,CRM,8.304135270299202e-05,6.641771456564174e-07,1.7741377343890236e-06,9.60570316246423e-06,1.194953435942198e-06,8.587338109953564e-07,0.0002589034315011596
2025-01-13,CRM,7.664804400845666e-05,1.5338553383573166e-06,1.7990375165944386e-06,1.0350861108696636e-05,9.481179484699131e-07,1.0574889775863983e-06,0.00026437736960669366
2025-01-14,CRM,8.102896958620414e-05,1.2853434833823573e-06,1.5174641365806311e-06,9.85271004125488e-06,9.791453337721718e-07,7.475594137644945e-07,0.00026196499703389886
2025-01-15,CRM,7.858381726701657e-05,2.0931667187614173e-06,1.1989818872053315e-06,8.787370234743453e-06,1.0367800262567494e-06,1.869412640291429e-06,0.00026622676260317255
2025-01-16,CRM,7.067715189223997e-05,2.837087079985875e-06,1.777623415216645e-06,7.968779504735181e-06,6.581070411913339e-07,9.042051704692202e-07,0.00027290361571747756
2025-01-17,CRM,7.066627246038595e-05,3.009903148486337e-06,1.9904053426364255e-06,7.578274363755798e-06,6.39771107428252e-07,1.1482148693678034e-06,0.00027172218804484577
2025-01-21,CRM,7.184383579989503e-05,2.799759569461598e-06,1.875385424284708e-06,7.752454154333665e-06,6.518016799728802e-07,1.128091676492758e-06,0.00027067225288650163
2025-01-22,CRM,7.419738529034894e-05,2.1899406342792615e-06,1.471570198002289e-06,7.483352710290495e-06,6.991937320391874e-07,9.670568955629614e-07,0.0002673701067439154
2025-01-23,CRM,7.493377202905173e-05,1.7273847899484975e-06,1.5232240450354311e-06,7.609407161346285e-06,8.535196513243933e-07,8.831236268804838e-07,0.0002656694223019079
2025-01-24,CRM,7.461615263122933e-05,1.7693305947434334e-06,1.5352054704380396e-06,7.528744924942633e-06,8.616878754633199e-07,9.3825220853494e-07,0.0002604748945116035
2025-01-27,CRM,7.434885861565365e-05,1.7812630071185293e-06,1.5339056348627627e-06,7.536461680961657e-06,8.371868929829522e-07,9.467414050776717e-07,0.0002670365504091878
2025-01-28,CRM,8.761438449414398e-05,1.34575753205078e-07,5.397863372603788e-08,1.6380858723820722e-05,4.065254195334276e-06,4.238788970899386e-07,0.00023639168560342448
2025-01-29,CRM,8.074093082799036e-05,1.9436467285142787e-07,1.1759195284465011e-07,1.830141221818321e-05,4.0803391625716025e-06,4.850766601616579e-08,0.0002428580561067743
2025-01-30,CRM,8.635581247613113e-05,4.1980476291873254e-07,1.494453608162729e-07,1.8045660598939812e-05,4.073879192027182e-06,2.506813468762325e-07,0.00024325568888820386
2025-01-31,CRM,8.751897363988775e-05,6.347836660154804e-07,1.7867944618233224e-07,1.773652702294287e-05,4.223451699628779e-06,5.525009367996418e-07,0.00024110323689283022
2025-02-03,CRM,9.060633195772397e-05,5.588844943060076e-07,1.8170046559651574e-07,1.6556119221819197e-05,3.7220973809906043e-06,6.797155644323604e-07,0.00023630185370908662
2025-02-04,CRM,9.068334076174644e-05,5.073200955740821e-07,2.5364334044968903e-07,1.559406401194804e-05,3.931646699879785e-06,6.646500271246741e-07,0.00022580667036297224
2025-02-05,CRM,8.849283987632428e-05,4.602022213364104e-07,3.569119155178333e-07,1.490571680184715e-05,3.52780664898836e-06,8.473306046853289e-07,0.00022582824099875082
2025-02-06,CRM,9.222191013971535e-05,4.4139952926216666e-07,2.561435659842274e-07,1.4555931973457104e-05,2.7899403813014688e-06,9.366518567618647e-07,0.00024621315926341334
2025-02-07,CRM,8.935286158824072e-05,1.3186871130306004e-07,1.0847818890972413e-06,1.55403471023829e-05,3.793480954010634e-06,1.975378705671925e-06,0.00024132888570239396
2025-02-10,CRM,9.631467113986313e-05,6.152779852406692e-08,1.2722044948225008e-06,1.4325105161978224e-05,3.227547525251416e-06,2.2775434285830816e-06,0.00022582776009492814
2025-02-11,CRM,8.841614388932022e-05,3.293321632582343e-08,1.1318245231423382e-06,1.4750596611830117e-05,3.170911006551433e-06,1.874249585576443e-06,0.000235798069495019
2025-02-12,CRM,9.121192496981165e-05,2.270573383620797e-08,1.0261906043846053e-06,1.3788629245157767e-05,2.7683528730621532e-06,2.5770126157742247e-06,0.0002341815690310364
2025-02-13,CRM,9.151593601443436e-05,1.5423815718566885e-08,1.038384240097723e-06,1.3412127195510173e-05,2.7348189030808367e-06,2.491979942835673e-06,0.0002343997054985594
2025-02-14,CRM,9.48622594606231e-05,2.415307400049244e-08,1.047792659118931e-06,1.334928694405699e-05,2.4741561689472062e-06,2.919319972094533e-06,0.0002319640164406004
2025-02-18,CRM,9.393445984460345e-05,3.15822976981304e-09,1.300357527695481e-06,1.3048866729874259e-05,2.8790275687723525e-06,2.9076390112822924e-06,0.00022557745427845405
2025-02-19,CRM,9.009377726715267e-05,1.5242309504979716e-08,1.1559511174042918e-06,1.3459014626982847e-05,3.049109089652356e-06,2.5530309058030577e-06,0.00023180273646839454
2025-02-20,CRM,8.70263613498746e-05,2.9221102668717557e-09,1.1383390273640744e-06,1.4052141762785391e-05,3.1493136271977806e-06,2.2182527939699927e-06,0.00023763808145236452
2025-02-21,CRM,8.696285054526388e-05,5.829735385511015e-09,9.818627622265444e-07,1.5352163537855087e-05,3.235777426839252e-06,1.8841737066581037e-06,0.0002412552227725992
2025-02-24,CRM,8.857210380249234e-05,6.833384207134946e-09,1.2497493522414833e-06,1.4744888570881137e-05,3.851000280127421e-06,1.7698226451749577e-06,0.00023775285019955993
2025-02-25,CRM,8.93453896715129e-05,6.450946412706613e-10,1.3892519120011344e-06,1.427733586940119e-05,3.644608969730777e-06,2.0643313058730795e-06,0.00023691472164920645
2025-02-26,CRM,9.13906384826939e-05,2.6915519528512004e-08,1.7008148766423079e-06,1.2473124532462298e-05,3.5790770487030377e-06,2.259177192761446e-06,0.00023339999354275324
2025-02-27,CRM,9.063534217510023e-05,1.8523732329274026e-10,1.819918480755795e-06,1.2618211925634045e-05,4.181782143381706e-06,2.292498024590219e-06,0.00024549454209432946
2025-02-28,CRM,0.00010001582927632972,2.3787703378663563e-08,2.951425478390767e-06,1.101113768156471e-05,3.255216531466701e-06,2.742552597097995e-06,0.00023696196805916148
2025-03-03,CRM,9.772753816036361e-05,5.867283550875293e-08,3.1830237150465343e-06,1.0807635910123197e-05,3.2967700316833885e-06,2.802190267892912e-06,0.0002379567550201982
2025-03-04,CRM,9.465013965717275e-05,4.190444903334489e-08,2.888933650003312e-06,1.0835417477105952e-05,3.4523684673333026e-06,2.386732556073626e-06,0.00024524281700277035
2025-03-05,CRM,0.00010598508659894813,4.5080303650543235e-09,1.9518021958298065e-06,1.1258241139383333e-05,4.7197324234234626e-06,2.6406012112350055e-06,0.00022831724586104622
2025-03-06,CRM,0.00011382467683594592,1.4852376204198305e-07,1.4617928643021897e-06,1.1525397470843762e-05,5.017641793045174e-06,2.3858990650065215e-06,0.00021998797890534607
2025-03-07,CRM,0.00011596755498191285,6.170016489086084e-08,1.6978138130393088e-06,1.0492574584699924e-05,4.630926852824069e-06,2.9722820167576577e-06,0.00021994421583797664
2025-03-10,CRM,0.00010997201384288578,5.437739961410768e-08,1.661494861818669e-06,1.129801832514194e-05,5.266248925381958e-06,2.310106120224525e-06,0.00023492308324190686
2025-03-11,CRM,0.00010580094595974055,2.2660041996740077e-08,1.8712721849852663e-06,1.1044148070302248e-05,5.0548140278711425e-06,2.488620956998192e-06,0.0002408174899059173
2025-03-12,CRM,0.00010366228284333031,8.452505543977372e-09,1.8227033997092184e-06,1.1959124344653203e-05,5.379782994073113e-06,2.0224963505860657e-06,0.0002467583369098157
2025-03-13,CRM,0.00010359402124726793,2.2019412029306025e-07,1.2795439965009314e-06,1.5057668867464579e-05,4.868824653568966e-06,1.7380961800682377e-06,0.00026258066297422597
2025-03-14,CRM,0.00011311365804639819,9.022987084841497e-08,2.4928843821774515e-06,1.3240407777602245e-05,6.700798249524786e-06,2.0641370911298597e-06,0.0002487545632348254
2025-03-17,CRM,0.00011290982545924123,8.840794023500929e-08,2.4648727616653135e-06,1.3270508645594953e-05,6.719143348771918e-06,2.062204195167092e-06,0.0002475004362760717
2025-03-18,CRM,0.00010888230045495348,1.3004745036160238e-07,2.2876414491084603e-06,1.3685482379892456e-05,6.713827378567512e-06,1.8113401150513663e-06,0.00025305616460620755
2025-03-19,CRM,0.00010688458840351199,6.395522866396671e-08,2.255109186749616e-06,1.3547870253785602e-05,6.5570377649701994e-06,1.7665800274438874e-06,0.0002558203776876095
2025-03-20,CRM,0.00010388546870940484,1.1013273012184407e-07,2.1870306411050635e-06,1.4684553871935131e-05,5.899787462162672e-06,2.199609533485665e-06,0.0002584456170369343
2025-03-21,CRM,0.00010400826798341969,7.209510442424074e-08,2.2128736031141835e-06,1.4356530834270615e-05,5.932518289631958e-06,2.182111638090191e-06,0.00025803725674291547
2025-03-24,CRM,0.00010290506326329749,5.052654356891586e-08,2.2557486738642516e-06,1.4249795050481322e-05,6.139558629229835e-06,2.070658020571484e-06,0.00023946870744138537
2025-03-25,CRM,8.455488414007111e-05,6.173678913145698e-08,2.129589568771468e-06,1.5847587985367276e-05,5.762873267616948e-06,1.7629889586812174e-06,0.00026176058509959013
2025-03-26,CRM,8.540904486633475e-05,9.498666234658807e-08,2.026097554210159e-06,1.5947737608560102e-05,5.9641119159024496e-06,1.742673546015314e-06,0.00026531043543731006
2025-03-27,CRM,8.974811314256487e-05,2.3242326321970258e-07,2.1024095496751227e-06,1.5980757297635472e-05,6.312904742369313e-06,2.153861509032551e-06,0.00025488790533221173
2025-03-28,CRM,8.944141439064765e-05,3.020114837978432e-07,1.9507321000218295e-06,1.591605103764728e-05,7.633720655396118e-06,1.8914156356692724e-06,0.00025768018005555167
2025-03-31,CRM,9.118405307664345e-05,1.9732739898472582e-07,1.8422374045231225e-06,1.5864703650572334e-05,7.504300919043227e-06,2.259463853686724e-06,0.0002556560878419974
2025-04-01,CRM,9.178609059766517e-05,2.0860026982120797e-07,1.839747362907983e-06,1.553464444037065e-05,7.558025674513788e-06,2.1821995062445407e-06,0.000255744448159876
2025-04-02,CRM,9.222121822414608e-05,2.3604090673796554e-07,1.8753398653524196e-06,1.4906110034201298e-05,7.866108481903762e-06,1.8402210585295361e-06,0.00025518504543113726
2025-04-03,CRM,9.145451855991581e-05,2.68699446969355e-07,1.7860342941798294e-06,1.4049687514543213e-05,7.560215467883544e-06,1.4096526299282692e-06,0.00028725436699385504
2025-04-04,CRM,0.00011106223719336879,3.1001425002904245e-07,1.5666158325791857e-06,1.3225276487174784e-05,6.693756639764139e-06,2.808809554343141e-06,0.0002820184166475242
2025-04-07,CRM,9.84627160811074e-05,1.94570146736936e-08,2.4895405852181184e-06,1.0487136934973246e-05,7.387425837496171e-06,1.9533872896014346e-06,0.0003002683830789477
2025-04-08,CRM,9.687785191047905e-05,4.1299963700335965e-09,2.4796689104443194e-06,1.1902652821013985e-05,7.702939096721852e-06,2.2407076999275367e-06,0.0002932519453008803
2025-04-09,CRM,9.052070246642682e-05,1.8929993974507656e-08,1.8307671837608685e-06,1.2023104254078316e-05,7.981079899098873e-06,9.733841730224254e-07,0.00036443524239465885
2025-04-10,CRM,8.017711700950837e-05,1.0385733926066712e-11,1.491524297010363e-06,1.2563590256608108e-05,8.207308189353821e-06,3.9439631797543517e-07,0.00038331282635096543
2025-04-11,CRM,8.023568930892089e-05,2.975707156581242e-09,1.2969241198628354e-06,1.2853550010708524e-05,8.13489964821942e-06,6.263203557509695e-07,0.00038187541394695424
2025-04-14,CRM,7.965829440241395e-05,3.917406430665434e-11,9.819403704298675e-07,1.2998348973475508e-05,8.200439551429814e-06,4.924426718085499e-07,0.0003832231043178663
2025-04-15,CRM,7.922588326772467e-05,3.294588249772953e-09,1.1660323908748166e-06,1.2462849635708064e-05,8.580665329688801e-06,4.865974887449281e-07,0.00038268740958657987
2025-04-16,CRM,7.91998177964206e-05,7.204336656006611e-08,8.779693298331316e-07,1.3297947742079323e-05,8.062033596904962e-06,2.912449570093462e-07,0.00038569586819286344
2025-04-17,CRM,7.929476542993655e-05,4.8554071014497795e-08,8.962488089925437e-07,1.3382533500373138e-05,8.364974658376092e-06,3.294100756563653e-07,0.0003844180582259051
2025-04-21,CRM,7.7989673671281e-05,6.898128462383902e-08,9.20056961369086e-07,1.3837136514010445e-05,8.464618139016709e-06,2.692065519734792e-07,0.00039922114336082566
2025-04-22,CRM,8.239837349923316e-05,2.555520602913211e-08,1.1228526165753498e-06,1.2312788863573257e-05,9.839838302811818e-06,1.004511589280468e-07,0.00040084547645782614
2025-04-23,CRM,8.319668343451652e-05,2.3193329123429264e-08,1.086037367463909e-06,1.2377144454632138e-05,9.997396617917848e-06,9.110887038371216e-08,0.0004063857632073822
2025-04-24,CRM,8.341815578380009e-05,1.7164446618014473e-08,1.0854616300961636e-06,1.2681435231111242e-05,1.0009827331356456e-05,9.165232600359123e-08,0.00043158740252814643
2025-04-25,CRM,8.486521576421352e-05,2.880753963947203e-10,1.1996654687088713e-06,1.4794162818210123e-05,1.0297613731671654e-05,3.029581182002913e-07,0.0004248707015901909
2025-04-28,CRM,8.523356934014769e-05,3.854806314650129e-09,1.1864377946812354e-06,1.473893519335872e-05,1.0631304397785205e-05,2.933758555483704e-07,0.0004229561201514832
2025-04-29,CRM,8.512710199207407e-05,1.0882820932106435e-08,1.1688883261516648e-06,1.4857147926366355e-05,1.0570171002409387e-05,3.117706215711795e-07,0.00042304253601220206
2025-04-30,CRM,8.505922255626296e-05,1.156945108149232e-08,1.1504444828277918e-06,1.4881842795366433e-05,1.0480227656810949e-05,3.1275380634907105e-07,0.00042210868524437777
2025-05-01,CRM,8.525242848265961e-05,1.5042877195458185e-08,9.910202680541417e-07,1.5077288017474821e-05,1.0040231811372683e-05,2.968037182617247e-07,0.0004222921129183188
2025-05-02,CRM,8.553914713056329e-05,2.3189957187042693e-08,1.0499575727882433e-06,1.4733787833327753e-05,1.0193689361015536e-05,2.89389635460491e-07,0.00042314967203339106
2025-05-05,CRM,8.674217864635603e-05,1.0778184704733622e-08,8.42507926524917e-07,1.4628730092981517e-05,9.777934183758443e-06,3.023857841555229e-07,0.0004237475080092332
2025-05-06,CRM,8.672666008244807e-05,9.886971780822643e-09,8.443156745054582e-07,1.4592400499907042e-05,9.764462790569147e-06,2.9947560067242235e-07,0.0004217008593344604
2025-05-07,CRM,8.882974002424898e-05,1.4157696767479691e-10,7.881256376641763e-07,1.1576121638756597e-05,8.97974228792772e-06,3.046143094665474e-08,0.0004289789197749397
2025-05-08,CRM,8.899260798448161e-05,4.5828406091173295e-09,6.312298900085651e-07,1.2129147742927766e-05,8.125100398034036e-06,5.5753103037779965e-08,0.0004297657839919838
2025-05-09,CRM,9.038114629866624e-05,1.6084962957641632e-07,4.206698226096801e-07,1.2269530548498176e-05,9.096931650108062e-06,1.114306174854743e-08,0.00042898402080270064
2025-05-12,CRM,9.106466335404022e-05,5.222612724550446e-08,4.827859902374798e-07,1.2255860519057815e-05,8.96332858824349e-06,6.54783177033753e-10,0.00043942299568525925
2025-05-13,CRM,9.365256062388011e-05,7.45786911566198e-08,9.39925653538439e-07,1.1842771801127936e-05,9.081386744801487e-06,1.9573001752253648e-07,0.0004316289758441752
2025-05-14,CRM,9.39205024118218e-05,5.856886017544974e-08,7.871998212784475e-07,1.188919953836149e-05,9.225431318198299e-06,1.844841730550797e-07,0.00042143579633468575
